Recipe_ID,RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,cleanedingredients,Ingredient-count,Cuisine,Course,Diet,Instructions,URL,Calories,Total Fat (g),Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrate,Dietary Fiber,Sugars,Protein (g)
432,Szechuan Vegetarian Fried Rice,"1 cup Rice - boiled,1/4 cup Green beans (French Beans) - finely chopped,1 Carrot (Gajjar) - finely chopped,1 Green Bell Pepper (Capsicum) - finely chopped,2 Dry Red Chilli - sliced,2 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,2 teaspoon Red Chilli sauce - (or Birds Eye Chili sauce),2 teaspoon Soy sauce,1 teaspoon Vinegar,Salt - to taste,Black pepper powder - to taste",20,30,50,2,"salt,green beans (french beans),ginger,red chilli sauce (or birds eye chilli sauce),rice,cloves garlic,carrot,dry red chilli,soy sauce,vinegar,black pepper powder,green bell pepper (capsicum)",12,Sichuan,Lunch,Vegetarian,"We begin making the Szechuan Vegetable Fried Rice Recipe by prepping all the ingredients needed for the recipe.Boil the rice with 2 cups of water in a pressure cooker for 3 whistles depending on the rice. Once the pressure is released , keep it aside. Allow the rice to cool completely. Using a day old rice also helps.Heat a heavy bottomed pan with oil, add ginger , garlic, and red chillies. Then you can add the vegetable and saute till the vegetables are cooked.Once done add the sauces along with the cooked rice. Toss the rice and season it according to your taste.Serve your Szechuan Vegetable Fried Rice hot accompanied by lunch meal.",https://www.archanaskitchen.com/sichuan-style-vegetarian-fried-rice-recipe,879,5,1,1,2,0,774,1897,135,26,11,51
433,Achari Gobi Shimla Mirch Ki Sabzi Recipe - Capsicum And Cauliflower Sabzi,"1 Cauliflower (gobi) - cut into florets,2 Green Bell Pepper (Capsicum) - diced,3 Tomatoes,1 Onion - finely chopped,1 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),1 tablespoon Garlic - paste,1 tablespoon Sunflower Oil - use the pickle oil for more flavour,2 teaspoons Mustard seeds,3/4 teaspoon Methi Seeds (Fenugreek Seeds),2 tablespoons Lemon juice,Salt - to taste,2 teaspoons Red Chilli powder - adjustable",15,10,25,3,"tomato,salt,cumin powder (jeera),mustard seeds,cauliflower (gobi),red chilli powder,sunflower oil the pickle oil flavour,onion,methi seeds (fenugreek seeds),lemon,green bell pepper (capsicum),coriander powder,garlic paste",13,North Indian Recipes,Lunch,Vegetarian,"To begin making the Achari Gobi Shimla Mirch Ki Sabzi recipe, cut the cauliflower into bite size florets.Dry roast mustard seeds and fenugreek seeds separately in a small pan for about a minute each. Add it into a mixer grinder jar, grind into smooth powder and keep aside. The achari masala for Gobi Shimla Mirch Ki Sabzi is ready.Add tomatoes and required water in a saucepan and boil tomatoes until the skin comes out. Remove skin, cool tomatoes and grind into smooth puree using a mixer grinder jar.In a heavy bottomed pan, heat oil. Once the oil is hot, add the finely chopped onions and cook till the onions become soft and translucent.Once the onions are soft, add the ginger paste and let it cook for about 2 minutes.Next, add capsicum and fry until the capsicum becomes soft. Add cauliflower florets, salt, mix well and cook closed until cauliflower is 80% done.Now, add in tomato puree and mix well. Cook for about 3 to 4 minutes.Then, add dry spice powders including coriander powder, cumin powder, red chilli powder, prepared mustard and methi seeds powder and give it a quick mix.If the gravy is too thick, add 5 tablespoons of water. Cover the pan with a lid and let it cook for about 6 to 8 minutes. Finally, add lemon juice, mix well and it is ready to be served.Serve Achari Gobi Shimla Mirch Ki Sabzi along with Dal Banjara, Lauki Raita, Tomato Pulav, Phulka and Satvik Carrot Sprouts Salad for a weekend dinner. Serve Achari Gobi Shimla Mirch Ki Sabzi along with Boondi Raita and Phulka for a weekday lunch with your family. You can also pack this sabzi in a lunch box",http://www.archanaskitchen.com/achari-gobi-shimla-mirch-ki-sabzi-recipe-capsicum-and-cauliflower-sabzi,362,8,1,2,2,0,238,2187,45,19,33,14
434,Carrot and Oats Whole Wheat Bread Recipe,"1 cup Carrots (Gajjar) - grated,1/2 cup Sooji (Semolina/ Rava),1/2 cup Instant Oats (Oatmeal),1 cup Whole Wheat Flour,2 teaspoons Baking powder,3/4 cup Milk,2 tablespoons Honey,2 Whole Eggs - slightly beaten,2 tablespoons Sunflower Oil",15,50,65,4,"baking powder,wheat flour,milk,carrot,sooji (semolina rava),eggs,instant oats (oatmeal),sunflower oil",8,Continental,World Breakfast,Eggetarian,"We begin making the Carrot and Oats Bread Recipe by heating the oven at 180 degree Celsius to 20 minutes. Grease a rectangular loaf tin with parchment paper and keep it ready.Mix all the dry ingredients in a small bowl first and keep it ready.In another bowl, whisk egg, oil and honey using a blender till it is fluffy. Then add the grated carrot and whist once more.Add the dry ingredients slowly and using a palate knife fold in the ingredients. Finally add the milk and mix well.Serve the Carrot and Oats Bread Whole wheat Recipe along with a smoothie or just drizzle some honey and can be relished for your morning breakfast.",https://www.archanaskitchen.com/carrot-and-oats-whole-wheat-bread-recipe,539,22,5,7,5,451,444,335,55,6,14,25
435,Chole Biryani Recipe - Spicy Chana Biryani Recipe,"1 cup Rice - washed and soaked,1 Cardamom (Elaichi) Pods/Seeds,1 clove Cloves (Laung),1 inch Cinnamon Stick (Dalchini),1 Bay leaf (tej patta),1/2 cup Milk,1 1/2 cup Water,1 teaspoon Ghee,Salt - Salt to taste,1/2 cup Onions - sliced,2 teaspoons Sunflower Oil,1 Potato (Aloo) - cut into cubes & soaked in salt water,1/2 teaspoon Amchur (Dry Mango Powder),1/2 teaspoon Red Chilli powder,1/2 Cumin powder (Jeera),1/4 cup Coriander (Dhania) Leaves - chopped,1/4 cup Mint Leaves (Pudina),1 cup Kabuli Chana (White Chickpeas) - washed and soaked overnight.,6 cloves Garlic - chopped,1 inch Ginger - chopped,1 Green Chilli - finely chopped,1 teaspoon Garam masala powder,1 teaspoon Red Chilli powder,1/4 cup Curd (Dahi / Yogurt) - whisked,1/2 teaspoon Turmeric powder (Haldi),1 Tomatoes - finely chopped,1 tablespoon Ghee,Salt - to taste",510,40,550,6,"tomato,cumin powder (jeera),coriander (dhania) leaves,cloves garlic,kabuli chana (white chickpeas),onion,turmeric powder,potato (aloo) salt water,sunflower oil,salt,clove cloves (laung),green chilli,cardamom (elaichi) podsseeds,mint leaves (pudina),garam masala powder,rice,red chilli powder,water,curd,ginger,amchur (dry mango powder),bay leaf (tej patta),ghee,milk,cinnamon stick (dalchini)",25,North Indian Recipes,Main Course,Vegetarian,"To begin making the Chole Masala Biryani Recipe, let us keep each of the elements ready. For the fried onionsIn a kadai, heat oil on medium flame, add the sliced onions and fry them until they turn into a deep brown colour.Caramelizing the onions takes a good 10 minutes. So ensure you do it on low heat.Once the onions are caramelised, drain it on absorbent paper and set aside.For the roasted potatoesIn the same kadai add some more oil and pan roast potatoes until it gets a light brown colour. Sprinkle some salt and a pinch of turmeric powder to add taste to the roasted potatoes.Drain the roasted potatoes in absorbent paper and transfer it into a bowl. Sprinkle the dry masalas- cumin powder, red chilli powder and amchur and toss.For the RiceIn a pan, heat ghee on medium flame, add cardamom, clove, bayleaf, cinnamon, and salt. Add the milk and water and bring to a rolling boil.When the milk-water comes to a boil, reduce the flame add the drained rice, cover and cook until the moisture is fully absorbed.Once cooked, turn off the flame and set aside.Transfer the rice into a mixing bowl and allow it to cool.Once the rice has completely cooled, add the coriander leaves, mint leaves, fried onions and potatoes. Give it a good mix. For the Chole MasalaWash and soak the Kabuli Chana overnight.In a pressure cooker, add the kabuli chana, and one cup of water with salt. Pressure cook for 6 whistles, and turn down the flame and continue to cook for another 15 minutes.Turn off the flame and allow the pressure to release naturally. Drain the chana from its water and set aside.    In a pan heat ghee, on low flame, ad ginger- garlic-green chili and saute for a couple of minutes, increase the flame to medium heat and add the tomatoes and cover and cook.The tomatoes will take about 5 minutes to soften. Once they have softened, add the dry masalas- garam masala, red chilli powder, turmeric powder, salt and chole masala. Mix well.At this stage reduce the flame and add the yoghurt and the drained boiled chana.At the end of this procedure, we should have a semi gravy chole masala, the consistency shall not be too thick or too thin.To assemble Chole biryani recipeGrease a large glass bowl with ghee, sprinkle some coriander leaves, put a layer of the rice and press it down with the back of the ladle.Next add a layer of the chole masala. Repeat the layers till the bowl is full. You need press down each layer.  The final layer of the biryani must be rice.Once each of those layers are pressed down well, place a plate upside down over the bowl and over turn it.  You will get a chole biryani dome on your plate.Serve this Chole Biryani Recipe along with Mirchi Ka Salan Recipe (Chillies in Tangy Spicy Peanut Sesame Curry), Burani Raita Recipe (Garlic Based Yogurt), Pickled Onions and Methi Pakoras Recipe for a complete weekend meal.",http://www.archanaskitchen.com/chole-biryani-recipe-spicy-chana-biryani-recipe,401,7,3,2,3,11,335,1004,48,10,13,15
436,Herbed Butter Garlic Quinoa Recipe,"1-1/2 cups Quinoa,6 cloves Garlic - finely chopped,1 Onion - finely chopped,1 teaspoon Red Chilli flakes,1-1/2 tablespoon Mixed Herbs (Dried),1 teaspoon Extra Virgin Olive Oil,1 tablespoon Butter,Salt - to taste,1 teaspoon Lemon juice",10,20,30,4,"salt,mixed herbs (dried),red chilli flakes,cloves garlic,virgin olive oil,butter,onion,lemon,quinoa",9,Continental,Main Course,Vegetarian,"To begin making the Herbed Butter Garlic Quinoa Recipe, firstly wash the quinoa in water, drain and set aside. Heat a pressure cooker with olive and butter on medium flame, to this add the chopped garlic until it turns into a golden brown colour.  This will take about a minute or so.Next, into the pressure cooker, add the onions and cook until it turns transparent. Reduce the flame, add the salt, mixed herbs, red chilli flakes and mix well. Finally add in the washed and drained quinoa, 3 cups of water and close the pressure cooker. Pressure cook for 2 whistles and turn off the flame. Allow the pressure to release naturally and only then open the pressure cooker. Transfer the Herbed Butter Garlic Quinoa into a serving platter, sprinkle some mixed herbs, lemon juice and top with a dollop of butter. Serve Herbed Butter Garlic Quinoa along with Roasted Chicken Curry Recipe In Spinach Parmesan Sauce or Spinach Ricotta Balls in Garlic Tomato Basil Sauce Recipe , Delicious Avocado Salad Recipe with Vegetables. Finish the meal with a dessert of Greek Yogurt Chocolate Mousse Recipe. ",http://www.archanaskitchen.com/herbed-butter-garlic-quinoa-recipe,186,5,2,2,1,8,133,469,27,6,11,5
437,Rajgira Paneer Paratha Recipe (Navratri Fasting/Vrat Recipe),"1 cup Rajgira Flour (Amaranth Flour),2 Potato (Aloo) - boiled,1 cup Paneer (Homemade Cottage Cheese) - grated,2 Green Chillies - finely chopped,1 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),2 sprig Coriander (Dhania) Leaves - finely chopped,1/2 teaspoon Whole Black Peppercorns - ground,Salt - or rock salt to taste,Sunflower Oil - or ghee for cooking",15,10,25,4,"salt salt,cumin powder (jeera),sunflower oil ghee,paneer,rajgira flour (amaranth flour),potato (aloo),black peppercorns ground,coriander (dhania) leaves,turmeric powder,green chillies",10,North Indian Recipes,Lunch, Vegetarian Diabetic Friendly,We begin making the Rajgira Paneer Paratha Recipe (Navratri Fasting/Vrat Recipe) by Mixing all the ingredients together in a mixing bowl with enough water to a dough consistency.The rajgira flour is little hard to work with since it does not contain gluten so make sure to have enough flour to dust while rolling the dough.Divide the dough into equal portions and roll it onto a board.Heat a Flat bottomed pan and add the rolled paratha with some ghee and cook it on both the sides for about 2 minutes.Serve your crispy Rajgira Paneer Paratha with No Onion No Garlic Tomato Chutney making it a delicious meal.,https://www.archanaskitchen.com/rajgira-paneer-paratha-recipe-navarati-fasting-vrat-recipe,715,64,12,24,23,21,338,366,17,8,1,10
438,Grilled Paneer Pineapple Sandwich Recipe,"4 Whole Wheat Brown Bread,Butter - as required,2 tablespoons Britannia Cheese Spread - Four Pepper Tango,1/4 teaspoon Red Chilli flakes,4 Pineapple - slices,50 grams Paneer (Homemade Cottage Cheese) - finely chopped,1/2 Green Bell Pepper (Capsicum) - finely chopped,Salt - to taste,Cheese - as required to spread over the bread",5,20,25,2,"wheat brown bread,pineapple,salt,britannia cheese four pepper tango,paneer,red chilli flakes,green bell pepper (capsicum),cheese over the bread,butter",9,Continental,Snack,Vegetarian,"To begin making the Grilled Paneer Pineapple Sandwich Recipe, in a small mixing bowl, combine all the ingredients for the filling including four pepper tango cheese, red chilli flakes, pineapple, paneer, green bell pepper, salt and stir well. Check the salt and cheese and adjust to suit your taste.Note: It's important to use cooked pineapple or canned pineapple to get the best taste for this sandwich. To cook the pineapple, you can use a pressure cooker and cook it along with some sugar, water and pinch of salt for a few whistles and turn off the heat.The next is to fill it into whole wheat bread slices and grill them.Place the bread slices on a working surface. Spoon a large tablespoon of the filling onto a slice of bread and spread it evenly. Spread the four pepper cheese spread on the other slice. Once spread, cover with the other slice of bread and spread butter on the top of the slice.Place the sandwich in pre-heated Sandwich Maker or Cast iron Grill such that butter side facing downwards. Apply butter on the slice that is facing the top and grill till light brown and crisp on both sides.Done done, remove from the grill and serve.Serve the Grilled Pineapple Paneer Sandwich along with a glass of Cocoa Banana Almond Date Smoothie or Watermelon Carrot Radish Juice Recipe and serve it to your kids as an after school snack.",http://www.archanaskitchen.com/grilled-paneer-pineapple-sandwich-recipe,1400,113,31,30,5,347,1431,610,44,6,36,26
439,Strawberry Chocolate Loaf Cake Recipe,"3/4 cup Whole Wheat Flour,1 teaspoon Baking powder,1/4 teaspoon Baking soda,1/2 teaspoon Vanilla Extract,1 tablespoon Cocoa Powder - mixed with 2 tbsp. warm water,1/2 cup Strawberry Compote - or fresh puree,1/4 cup Curd (Dahi / Yogurt),2 tablespoon Extra Virgin Olive Oil,1/2 cup Condensed Milk,1 tablespoon Butterscotch Chips - or almonds",20,40,60,6,"strawberry compote,baking powder,wheat flour,cocoa powder mixed tbsp. water,virgin olive oil,baking soda,curd,vanilla,condensed milk,butterscotch chips almonds",10,Continental,Dessert,Eggetarian,"To begin making Strawberry Chocolate Loaf Cake Recipe, in a large mixing bowl, add curd. Beat it using a hand whisk or hand blender for half a minute. Add vanilla essence and condensed milk. Whisk it again for 2-3 minutes.At this stage, add olive oil. Beat it again till smooth.In another mixing bowl, Sieve wheat flour, baking powder and baking soda. Add this dry mixture to the wet mixture and fold everything well. Divide batter into two equal portions and transfer to separate bowls.Add cocoa powder to one portion of the batter and mix well. Adjust the consistency of the batter using some milk. Add strawberry puree to the other portion and mix well. Add butterscotch nuts/ almonds to both the cake mixtures and mix well.Meanwhile, Preheat oven to 180 degree.Take a loaf pan and grease with oil and dust with flour. Pour strawberry cake mixture first and then pour in chocolate batter. Using a toothpick, make swirls.Bake for 30 minutes or till cake is done. Remove pan from the oven and transfer to a cooling rack. After 10 minutes , remove cake carefully from the pan and cut into slices. Drizzle with honey and serve.Surprise your valentine with the Strawberry Chocolate Loaf Cake Recipe or pep up your tea parties or pack it for your kids snack box.",https://www.archanaskitchen.com/strawberry-chocolate-loaf-cake-recipe,236,8,3,4,1,10,173,123,35,2,25,5
440,Cheddar Beer Bread Recipe - Cheesy Bread Recipe,"1-1 /2 cups All Purpose Flour (Maida),1/2 cup Cheddar cheese - shredded,4 cloves Garlic - finely chopped,1 tablespoon Sugar,2 teaspoons Baking powder,1 teaspoon Salt,1-1/4 cups Beer,2 Tablespoons Butter,2 teaspoons Mixed Herbs (Dried)",10,30,40,4,"baking powder,salt,mixed herbs (dried),beer,cloves garlic,sugar,cheddar cheese,flour (maida),butter",9,Continental,Appetizer,Vegetarian,"To begin making the Cheddar Beer Bread Recipe, grease a loaf pan with butter and dust it with flour and keep it ready.Preheat the oven to 180 degree Celsius.Heat butter in a pan on medium flame, add the garlic and fry until it turns light brown. This will take a couple of minutes.Once the garlic is brown, turn off the flame and add the mixed herbs. Set aside. In a mixing bowl, combine flour, sugar, salt, baking powder, 1/4 cup of cheese, and the herb garlic butter. Gently mix these Beer Bread ingredients.Finally, add in the beer (freshly opened can/bottle with all its fizz) and mix using a whisk. Continue to whisk till you get a smooth batter.Transfer this Cheddar Beer Bread batter to the prepared loaf tin, top it with the remaining cheese and place the Cheddar Beer Bread tin in the oven.Bake the Cheddar Beer Bread Recipe for 25 minutes or until a pricked toothpick comes out clean.Serve this Cheddar Beer Bread Recipe along with some Tzatziki Recipe - A Greek Yogurt Dip and Hot Coffee Latte Recipe for an evening snack. If you are having this Cheddar Beer Bread Recipe as part of breakfast then serve it along with Spicy Moroccan Eggs Recipe or Spicy Jalapeno Scrambled Eggs Recipe and Chopped Spinach And Pomegranate Salad Recipe for a Sunday morning breakfast. ",https://www.archanaskitchen.com/cheddar-beer-bread-recipe-cheesy-bread-recipe,140,8,5,2,0,21,912,47,12,1,3,3
441,Healthy Fruit & Nut Watermelon Dessert Recipe With Greek Yogurt,"1 Watermelon - cut into wedges,1/4 cup Black grapes - deseeded & cut into halves,1/4 cup Walnuts - cut into half,4 Badam (Almond) - slivered,Mint Leaves (Pudina) - to garnish,1 cup Hung Curd (Greek Yogurt),1 tablespoon Fresh cream,3 tablespoons Sugar - powdered,1 teaspoon Vanilla Extract",15,0,15,4,"hung curd (greek yogurt),black grapes,sugar,badam (almond),vanilla,mint leaves (pudina),watermelon,walnuts",8,Continental,Dessert,Vegetarian,"To begin making the Healthy Fruit & Nut Topped Watermelon Recipe, cut the watermelon into slices and completely remove the skin. Now cut the watermelon into bite sized triangles. To make the yogurt toppingIn a mixing bowl, combine the greek yogurt along with the cream, sugar and vanilla extract and whisk well. To assemble the Healthy Fruit & Nut Topped Watermelon DessertPlace the watermelon wedges on a serving platter, spoon some of the vanilla yogurt topping on each of the watermelon wedges. Next place walnuts, almonds and grapes on each of the water melon wedges. Garnish with mint leaves and serve.Serve this Healthy Fruit & Nut Topped Watermelon Dessert Recipe, after a meal of Broccoli Almond Soup Recipe, Lettuce, Apple And Carrot Salad With Chilli Dressing Recipe and Delicious & Cheesy Spaghetti Sandwich Recipe. ",https://www.archanaskitchen.com/healthy-fruit-nut-watermelon-dessert-recipe-with-greek-yogurt,857,56,6,31,16,10,108,2287,43,32,20,32
442,Tandoori Potatoes Recipe,"1 cup Baby Potatoes - washed and peeled,1 tablespoon Sunflower Oil,1 teaspoon Tikka Masala,1 tablespoon Fresh cream - or milk,1/4 teaspoon Kasuri Methi (Dried Fenugreek Leaves),Salt - to taste,2-3 Kashmiri dry red chillies,1 tablespoon Garlic - chopped,1/2 tablespoon Ginger - chopped,1 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),1/4 cup Water",10,30,40,3,"salt,cumin powder (jeera),ginger,tikka masala,milk,kashmiri dry red chillies,water,garlic,baby potatoes,coriander powder,kasuri methi (dried fenugreek leaves),sunflower oil",12,North Indian Recipes,Appetizer,Vegetarian,"To begin making the Tandoori Potatoes Recipe, firstly grind all the ingredients under ‘For smooth paste’ including kashmiri dry red chillies, garlic, ginger, coriander powder, cumin powder and water using a grinder and make a smooth paste out of it. Keep it aside.Peel the baby potatoes and wash them. Prick them with the fork evenly all over.Place them to a microwave safe bowl or dish and cook for 2-3 minutes or till they are partially cooked. Once done, keep them aside.In an another microwave safe bowl, heat the oil on high for 30 seconds.Add the prepared smooth paste, mix well and microwave on high for another one minute.Add partially cooked potatoes, whipping-cream, kasuri methi, tandoori or tikka masala and salt, mix all well. Microwave on high for another 2 minutes.If potatoes are not fully cooked than microwave them again for a minute or till they get cooked fully. Squeeze some lemon juice and it is ready to be served.Serve Tandoori Potatoes with Dhaniya Pudina Chutney as an appetiser during your parties.",https://www.archanaskitchen.com/tandoori-potatoes-recipe,568,23,18,2,2,3,148,89,35,17,1,34
443,Mango Kalakand Recipe,"2 Mango (Ripe) - deseeded and peeled,175 grams Paneer (Homemade Cottage Cheese) - crumbled,400 grams Condensed Milk - sweetened,3 Cardamom (Elaichi) Pods/Seeds - crushed,1 tablespoon Fresh coconut - strands for garnishing",10,190,200,4,"cardamom (elaichi) podsseeds,mango (ripe),paneer,condensed milk sweetened,coconut strands",5,North Indian Recipes,Dessert,Vegetarian,"To begin making Mango Kalakand recipe, peel the mango, extract the pulp from both the mangoes and discard the seeds. Take a wok/kadai add mango pulp in it and heat on medium flame.Stir it for 5 to 6 minutes till mango pulp is cooked.Now add sweetened condensed milk to it and mix well.Now add crumbled cottage cheese in the mixture.Stir the mix slowly and well for 10 to 15 minutes. When you will find the mixture starts getting little dry and got mixed up properly, switch off the flame. Let it cool for 5 minutes.Now take a greased tray, flat plate or a tray lined with butter paper and pour the mixture in the tray.Pat it down with a flat spatula or spoon to free the mango kalakand from being bubbly with air bubbles.Then take green cardamoms, crush it and sprinkle in on the kalakand.Again with a flat spoon press it gently.Keep Mango Kalakand  in the fridge after bringing it down to room temperature, for 2 to 3 hours to get it set.Take it out and cut Mango kalakand into your desired shapes and sprinkle with dried coconut strands to garnish.Serve Mango Kalakand as a dessert with your part meal of Paneer Pulao With Green Peas, Cauliflower and Vegetable Curry and Tomato Onion Cucumber Raita.",http://www.archanaskitchen.com/mango-kalakand-recipe,582,25,13,3,0,81,166,512,71,1,69,19
444,Sesame Noodles Recipe With Napa Cabbage,"120 grams Napa Cabbage - chopped,100 grams Carrot (Gajjar) - peeled and cut into thin stripes,150 grams Hakka Noodles,2 tablespoons Sesame seeds (Til seeds) - roasted,1 teaspoon Soy sauce,1/2 teaspoon Vinegar,2 teaspoon Ginger - julienned,4 cloves Garlic - finely chopped,1 Onion - chopped,3 teaspoon Sunflower Oil,Salt - to taste",15,15,30,4,"salt,ginger,sunflower oil,soy sauce,carrot,cloves garlic,onion,vinegar,hakka noodles,sesame seeds (til seeds),napa cabbage",11,Asian,Dinner,Vegetarian,"To begin making the Sesame Noodles Recipe With Napa Cabbage, firstly wash the vegetables and measure the ingredients.Heat a saucepan full of water, once it reaches the boiling point, add the noodles, salt and cook for 5 minutes and cook until done. Once cooked drain out the water and cool it to dry.Heat a heavy bottomed pan with oil, add ginger, garlic and carrot. Saute for about 2 to 3 minutes on medium heat.Once it is done, add the onions and cook till the onions become soft. Mix in cabbage and stir fry for 1 minute. After a minute, add in the soy sauce, vinegar, salt, sesame seeds, noodles and cook it for about a minute.Once the Sesame Noodles Recipe is well combined turn off the heat and serve hot.Serve the Sesame Noodles Recipe With Napa Cabbage along with Chinese Chicken Sweet Corn Soup and Chicken Manchurian for a weekend night dinner.",https://www.archanaskitchen.com/sesame-noodles-recipe-with-napa-cabbage,607,13,1,3,3,6,813,2315,100,6,13,42
445,Bengali Potol Bhaj Recipe-Bengali Steel Parwal Sabzi,"250 grams Pointed gourd (Parval),1/2 cup Mustard oil,1 teaspoon Turmeric powder (Haldi),Salt - to taste",10,25,35,3,"salt,turmeric powder,pointed gourd (parval),mustard oil",4,Bengali Recipes,Side Dish,Vegetarian,"To begin making the Bengali Potol Bhaja recipe, wash and pat dry parwal well. Slit into half length wise and keep aside.In a bowl, add salt and turmeric powder, mix well.Generously rub the turmeric salt mixture all over the parwal and keep aside.Heat mustard oil in a pan. Once the oil is hot add the parwal and saute parwal until browned on all side.Transfer Bengali Potol Bhaja into a serving bowl and serve hot.Serve Bengali Potol Bhaja along with Dal Chingri and Steamed Rice for weekday lunch or dinner.",http://www.archanaskitchen.com/bengali-potol-bhaja-recipe-bengali-style-parwal-sabzi,339,37,4,22,8,0,132,69,8,3,1,3
446,Kerala Style Arabic Vegetable Recipe - Kerala Style Arbi Curry,"250 gm arabic - wash now, peel, 1 tamarind - Malabar, salt - as per taste, 1/4 cup coconut - scrape, 1 teaspoon red chilli powder, 2 onions - peeled, 1 tablespoon coconut oil , 2 onions - peel and chop, 1 teaspoon mustard, 1 teaspoon cumin seeds, 2 dry red chillies - break, 7 curry leaves",15,25,40,3,"dry red chillies break,salt,coconut scrape,red chilli powder,mustard,curry leaves,onion,coconut oil,tamarind malabar,arabic now,cumin seeds",11,Kerala Recipes,Lunch,Vegetarian,"To make Kerala Style Arabic Vegetable, first wash and boil the Arabic well. Apply some coconut oil on your hands and peel the arbi. Cut the arbi and keep it aside. Add tamarind, salt, arbi and some water in a pan. Cook the arbi and tamarind till it is cooked well. Now put coconut, red chili powder and small onions in a mixer grinder. Grind and put this mixture in the pan. Add salt, mix and let it cook for 5 to 6 minutes. Now heat the oil in a tempering pan. Add mustard seeds and cumin seeds and let it cook for 10 seconds. Add onion, curry leaves and cook till the onion becomes soft. Add dry red chillies to it and let it cook for 10 seconds. Add this tempering to the curry and mix. Serve Kerala Style Arabic Vegetables with rice and cumin rasam for dinner.",https://www.archanaskitchen.com/kerala-style-taroo-root-curry-recipe-colacasia,1256,34,4,1,2,0,1576,1837,157,38,45,48
447,Duration Special Nihari Recipe,"1 kg Mutton - (I used shanks),2 tablespoon Sunflower Oil,1/4 cup Water,1 teaspoon Ginger - crushed,1 teaspoon Garlic - crushed,1 teaspoon Onion - sauteed and ground,3 tablespoons Curd (Dahi / Yogurt),2 teaspoon Rose water,1/2 teaspoon Saffron strands - soaked in milk for 10 minutes,Coriander (Dhania) Leaves - small bunch,1-1/2 inch Ginger - julienne,4 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),2 Black cardamom (Badi Elaichi),2 Bay leaves (tej patta),1 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,2 teaspoons Garam masala powder,1/4 teaspoon Nutmeg powder,1/2 teaspoon Cardamom Powder (Elaichi),Salt - to taste,1 cup Whole Wheat Flour,Water - as required",15,120,135,4,"onion,cardamom powder (elaichi),turmeric powder,sunflower oil,coriander (dhania),black cardamom (badi elaichi),salt,wheat flour,cardamom (elaichi) podsseeds,rose water,garam masala powder,nutmeg powder,red chilli powder,water,curd,garlic,ginger julienne,ginger,saffron strands milk,bay leaves (tej patta),cinnamon stick (dalchini),mutton shanks),coriander powder",23,Awadhi,Dinner,Non Vegeterian,"To prepare Awadhi Khaas Nihari Recipe, firstly slowly add water into the whole wheat flour and make a tight dough. This dough is to seal the vessel. Once it is ready, keep it aside.Heat oil in a wok/ pan and add whole spices (green cardamom, cinnamon, cloves, black cardamom and bay leaves.Now add the meat and saute for 6-7 minutes.Add salt and turmeric and mix well. Pour in the water, cover the pan and cook.When it comes to a boil, immediately add ginger- garlic paste, coriander powder, red chilli and onion paste.Now add nicely whisked yogurt, rose water , garam masala, nutmeg and cinnamon powder and saffron soaked milk/water.Cover the lid and cook for 2-3 minutes.Now transfer the prepared meat mix in a broad base heavy bottom vessel/ handi.Cover the with a lid and seal it with the wheat dough and leave to cook on slow fire. This may take 1.5- 2 hours.Once the meat is cooked till tender, garnish with fresh coriander and ginger juliennes.Serve Awadhi Khaas Nihari Recipe hot with roomali roti or butter garlic naan and rice.",https://www.archanaskitchen.com/awadhi-khaas-nihari-recipe,781,44,16,3,3,214,328,186,20,6,2,64
